"","X","ord_in_thread","author","published","crawled","site_url","country","domain_rank","spam_score","replies_count","participants_count","likes","comments","shares","type"
"6285",6563,0,"nickb","11/4/2016 0:16","11/4/2016 0:16","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6286",6564,0,"Bravenewmalden","11/4/2016 3:37","11/4/2016 3:37","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6287",6565,0,"NewsBiscuit","11/5/2016 1:03","11/5/2016 1:03","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6288",6566,0,"Adrian Bamforth","11/6/2016 0:54","11/6/2016 0:54","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6289",6567,0,"Nice Admin Lady","11/6/2016 23:49","11/6/2016 23:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6290",6568,0,"MADJEZ","11/6/2016 23:49","11/6/2016 23:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6291",6569,0,"Wrenfoe","11/7/2016 3:27","11/7/2016 3:27","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6292",6570,0,"Guest","11/7/2016 14:28","11/7/2016 14:28","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6293",6571,0,"throngsman","11/7/2016 15:00","11/7/2016 16:35","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6294",6572,0,"Squudge","11/7/2016 21:52","11/7/2016 21:52","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6295",6573,0,"chrisf","11/9/2016 2:53","11/9/2016 2:53","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6296",6574,0,"Wrenfoe","11/8/2016 15:00","11/9/2016 2:53","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6297",6575,0,"newsbiscuit editorial team","11/9/2016 10:25","11/9/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6298",6576,0,"Guest","11/9/2016 10:25","11/9/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6299",6577,0,"Guest","11/9/2016 10:25","11/9/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6300",6578,0,"Guest","11/9/2016 10:25","11/9/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6301",6579,0,"Oxbridge","11/9/2016 10:25","11/9/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6302",6580,0,"Adrian Bamforth","11/10/2016 17:31","11/10/2016 17:51","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6303",6581,0,"Guest","11/10/2016 17:29","11/10/2016 17:51","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6304",6582,0,"Wrenfoe","11/10/2016 4:40","11/10/2016 17:51","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6305",6583,0,"Guest","11/10/2016 20:43","11/10/2016 21:04","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6306",6584,0,"Guest","11/11/2016 0:21","11/11/2016 0:21","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6307",6585,0,"Guest","11/11/2016 16:43","11/11/2016 16:43","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6308",6586,0,"chrisf","11/12/2016 5:47","11/12/2016 6:47","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6309",6587,0,"Guest","11/12/2016 21:56","11/12/2016 21:56","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6310",6588,0,"Guest","11/13/2016 2:05","11/13/2016 2:05","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6311",6589,0,"Guest","11/13/2016 20:49","11/13/2016 20:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6312",6590,0,"Guest","11/13/2016 20:49","11/13/2016 20:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6313",6591,0,"dominic_mcg","11/13/2016 20:49","11/13/2016 20:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6314",6592,0,"deskpilot","11/13/2016 20:49","11/13/2016 20:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6315",6593,0,"Guest","11/13/2016 20:49","11/13/2016 20:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6316",6594,0,"Guest","11/13/2016 20:49","11/13/2016 20:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6317",6595,0,"Adrian Bamforth","11/13/2016 20:49","11/13/2016 20:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6318",6596,0,"Guest","11/13/2016 20:49","11/13/2016 20:49","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6319",6597,0,"Wrenfoe","11/14/2016 0:45","11/14/2016 0:45","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6320",6598,0,"Guest","11/14/2016 17:47","11/14/2016 23:50","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6321",6599,0,"Guest","11/14/2016 17:15","11/14/2016 23:50","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6322",6600,0,"Guest","11/14/2016 17:00","11/14/2016 23:50","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6323",6601,0,"OllieP","11/14/2016 15:00","11/14/2016 23:50","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6324",6602,0,"Guest","11/14/2016 23:00","11/14/2016 23:54","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6325",6603,0,"throngsman","11/14/2016 20:00","11/14/2016 23:54","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6326",6604,0,"Bravenewmalden","11/15/2016 0:13","11/15/2016 0:13","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6327",6605,0,"Guest","11/15/2016 12:28","11/15/2016 12:28","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6328",6606,0,"Skylarking","11/15/2016 12:28","11/15/2016 12:28","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6329",6607,0,"Guest","11/15/2016 15:23","11/15/2016 15:23","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6330",6608,0,"Guest","11/15/2016 15:23","11/15/2016 15:23","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6331",6609,0,"Guest","11/15/2016 14:03","11/15/2016 15:23","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6332",6610,0,"Guest","11/15/2016 14:01","11/15/2016 23:02","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6333",6611,0,"Guest","11/16/2016 3:00","11/16/2016 3:00","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6334",6612,0,"Guest","11/16/2016 22:10","11/16/2016 22:10","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6335",6613,0,"antharrison","11/16/2016 22:10","11/16/2016 22:10","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6336",6614,0,"apepper","11/16/2016 17:00","11/16/2016 22:10","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6337",6615,0,"Guest","11/17/2016 10:24","11/17/2016 10:24","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6338",6616,0,"Guest","11/17/2016 4:55","11/17/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6339",6617,0,"Guest","11/17/2016 1:10","11/17/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6340",6618,0,"Guest","11/17/2016 0:10","11/17/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6341",6619,0,"apepper","11/17/2016 0:08","11/17/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6342",6620,0,"apepper","11/16/2016 20:00","11/17/2016 10:25","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6343",6621,0,"Guest","11/17/2016 15:06","11/17/2016 15:06","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6344",6622,0,"nickb","11/17/2016 22:47","11/17/2016 22:47","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6345",6623,0,"Guest","11/17/2016 17:00","11/17/2016 22:47","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6346",6624,0,"chrisf","11/18/2016 0:10","11/18/2016 0:10","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6347",6625,0,"NewsBiscuit","11/18/2016 18:48","11/18/2016 18:48","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6348",6626,0,"Bravenewmalden","11/18/2016 17:00","11/18/2016 18:48","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6349",6627,0,"Fin Robertson","11/18/2016 15:00","11/18/2016 18:48","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6350",6628,0,"Guest","11/19/2016 0:15","11/19/2016 0:15","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6351",6629,0,"Guest","11/19/2016 0:15","11/19/2016 0:15","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6352",6630,0,"Guest","11/19/2016 0:15","11/19/2016 0:15","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6353",6631,0,"Wrenfoe","11/19/2016 0:15","11/19/2016 0:15","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6354",6632,0,"Guest","11/19/2016 0:15","11/19/2016 0:15","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6355",6633,0,"Guest","11/19/2016 0:40","11/19/2016 6:50","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6356",6634,0,"Guest","11/19/2016 20:00","11/19/2016 20:03","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6357",6635,0,"Oxbridge","11/19/2016 15:00","11/19/2016 20:03","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6358",6636,0,"Guest","11/19/2016 17:00","11/19/2016 20:22","newsbiscuit.com","GB",0,0,0,1,0,0,0,"bs"
"6359",6637,0,"Mike Adams","11/4/2016 3:25","11/5/2016 2:46","newstarget.com","US",88660,0.008,0,0,0,0,0,"conspiracy"
"6360",6638,0,"Don Wrightman","11/5/2016 20:27","11/8/2016 1:12","newstarget.com","US",88660,0.323,0,0,0,0,0,"conspiracy"
"6361",6639,0,"Don Wrightman","11/22/2016 22:03","11/24/2016 5:11","newstarget.com","US",88660,0.172,0,0,0,0,0,"conspiracy"
"6362",6640,0,"D. Samuelson","10/31/2016 22:16","11/24/2016 13:42","newstarget.com","US",88660,0.618,0,0,0,0,0,"conspiracy"
"6363",6641,0,"Don Wrightman","11/23/2016 20:47","11/25/2016 20:34","newstarget.com","US",88660,0.012,0,0,0,0,0,"conspiracy"
"6364",6642,0,"Unspecified","10/27/2016 14:19","10/27/2016 16:42","newsthump.com","US",43327,0.025,0,0,0,0,0,"bs"
"6365",6643,0,"Unspecified","10/31/2016 20:15","11/3/2016 20:55","newsthump.com","US",43327,0.297,0,0,0,0,0,"bs"
"6366",6644,0,"viralbus","11/4/2016 11:11","11/4/2016 11:11","newsthump.com","IN",43327,0,0,1,0,0,0,"bs"
"6367",6645,0,"Unspecified","11/9/2016 8:19","11/9/2016 8:19","newsthump.com","US",43327,0.007,0,0,0,0,0,"bs"
"6368",6646,0,"Unspecified","11/9/2016 8:19","11/9/2016 8:19","newsthump.com","US",43327,0.001,0,0,0,0,0,"bs"
"6369",6647,0,"Unspecified","11/8/2016 19:45","11/9/2016 8:19","newsthump.com","US",43327,0.008,0,0,0,0,0,"bs"
"6370",6648,0,"Unspecified","11/8/2016 16:09","11/9/2016 8:19","newsthump.com","US",43327,0.565,0,0,0,0,0,"bs"
"6371",6649,0,"Unspecified","11/3/2016 15:42","11/9/2016 8:19","newsthump.com","US",43327,0.143,0,0,0,0,0,"bs"
"6372",6650,0,"Unspecified","11/3/2016 16:18","11/9/2016 8:19","newsthump.com","US",43327,0.001,0,0,0,0,0,"bs"
"6373",6651,0,"Unspecified","11/8/2016 22:35","11/9/2016 8:19","newsthump.com","US",43327,0.231,0,0,0,0,0,"bs"
"6374",6652,0,"Unspecified","11/9/2016 8:19","11/9/2016 8:19","newsthump.com","US",43327,0.223,0,0,0,0,0,"bs"
"6375",6653,0,"Unspecified","11/8/2016 15:11","11/9/2016 8:19","newsthump.com","US",43327,0.146,0,0,0,0,0,"bs"
"6376",6654,0,"Unspecified","11/8/2016 18:04","11/9/2016 8:19","newsthump.com","US",43327,0.141,0,0,0,0,0,"bs"
"6377",6655,0,"Unspecified","11/1/2016 14:00","11/9/2016 8:19","newsthump.com","US",43327,0.61,0,0,0,0,0,"bs"
"6378",6656,0,"Unspecified","11/7/2016 16:21","11/9/2016 8:19","newsthump.com","US",43327,0.188,0,0,0,0,0,"bs"
"6379",6657,0,"Unspecified","11/9/2016 8:19","11/9/2016 8:19","newsthump.com","US",43327,0.926,0,0,0,0,0,"bs"
"6380",6658,0,"Unspecified","11/9/2016 8:19","11/9/2016 8:19","newsthump.com","US",43327,0.35,0,0,0,0,0,"bs"
"6381",6659,0,"Unspecified","11/3/2016 14:06","11/9/2016 8:19","newsthump.com","US",43327,0.076,0,0,0,0,0,"bs"
"6382",6660,0,"Unspecified","11/3/2016 20:55","11/9/2016 8:19","newsthump.com","US",43327,0.215,0,0,0,0,0,"bs"
"6383",6661,0,"Unspecified","11/8/2016 20:17","11/9/2016 8:19","newsthump.com","US",43327,0.822,0,0,0,0,0,"bs"
"6384",6662,0,"Unspecified","11/9/2016 3:50","11/9/2016 8:19","newsthump.com","US",43327,0.851,0,0,0,0,0,"bs"
"6385",6663,0,"Unspecified","11/4/2016 16:43","11/9/2016 8:19","newsthump.com","US",43327,0.011,0,0,0,0,0,"bs"
"6386",6664,0,"Unspecified","11/8/2016 21:41","11/9/2016 8:19","newsthump.com","US",43327,0,0,0,0,0,0,"bs"
"6387",6665,0,"Unspecified","11/1/2016 17:08","11/9/2016 8:19","newsthump.com","US",43327,0.677,0,0,0,0,0,"bs"
"6388",6666,0,"Unspecified","11/8/2016 16:41","11/9/2016 8:19","newsthump.com","US",43327,0.148,0,0,0,0,0,"bs"
"6389",6667,0,"Unspecified","11/2/2016 18:10","11/9/2016 8:19","newsthump.com","US",43327,0.169,0,0,0,0,0,"bs"
"6390",6668,0,"Unspecified","11/4/2016 13:53","11/9/2016 8:19","newsthump.com","US",43327,0.175,0,0,0,0,0,"bs"
"6391",6669,0,"Unspecified","11/7/2016 15:15","11/9/2016 8:19","newsthump.com","US",43327,0.786,0,0,0,0,0,"bs"
"6392",6670,0,"Unspecified","10/31/2016 14:23","11/9/2016 8:19","newsthump.com","US",43327,0.001,0,0,0,0,0,"bs"
"6393",6671,0,"Unspecified","11/2/2016 23:08","11/9/2016 8:19","newsthump.com","US",43327,0.11,0,0,0,0,0,"bs"
"6394",6672,0,"Unspecified","11/1/2016 17:29","11/9/2016 8:19","newsthump.com","US",43327,0.002,0,0,0,0,0,"bs"
"6395",6673,0,"Unspecified","11/1/2016 14:11","11/9/2016 8:19","newsthump.com","US",43327,0.844,0,0,0,0,0,"bs"
"6396",6674,0,"Unspecified","10/26/2016 13:44","11/9/2016 8:19","newsthump.com","US",43327,0.054,0,0,0,0,0,"bs"
"6397",6675,0,"Unspecified","11/9/2016 16:21","11/10/2016 11:23","newsthump.com","US",43327,0.034,0,0,0,0,0,"bs"
"6398",6676,0,"Unspecified","11/9/2016 16:55","11/10/2016 11:23","newsthump.com","US",43327,0.511,0,0,0,0,0,"bs"
"6399",6677,0,"Unspecified","11/9/2016 18:18","11/10/2016 11:23","newsthump.com","US",43327,0.002,0,0,0,0,0,"bs"
"6400",6678,0,"Unspecified","11/9/2016 23:25","11/10/2016 11:23","newsthump.com","US",43327,0.73,0,0,0,0,0,"bs"
"6401",6679,0,"Unspecified","11/9/2016 17:45","11/10/2016 11:23","newsthump.com","US",43327,0.077,0,0,0,0,0,"bs"
"6402",6680,0,"Unspecified","11/10/2016 11:23","11/10/2016 11:23","newsthump.com","US",43327,0.134,0,0,0,0,0,"bs"
"6403",6681,0,"Unspecified","11/10/2016 11:23","11/10/2016 11:23","newsthump.com","US",43327,0.043,0,0,0,0,0,"bs"
"6404",6682,0,"Unspecified","11/10/2016 11:23","11/10/2016 11:23","newsthump.com","US",43327,0.218,0,0,0,0,0,"bs"
"6405",6683,0,"Unspecified","11/9/2016 23:19","11/10/2016 11:23","newsthump.com","US",43327,0.226,0,0,0,0,0,"bs"
"6406",6684,0,"Unspecified","11/9/2016 16:09","11/10/2016 11:23","newsthump.com","US",43327,0.774,0,0,0,0,0,"bs"
"6407",6685,0,"Unspecified","11/9/2016 14:01","11/10/2016 11:23","newsthump.com","US",43327,0.158,0,0,0,0,0,"bs"
"6408",6686,0,"Unspecified","11/9/2016 21:02","11/10/2016 11:24","newsthump.com","US",43327,0.15,0,0,0,0,0,"bs"
"6409",6687,0,"Unspecified","11/10/2016 11:24","11/10/2016 11:24","newsthump.com","US",43327,0.096,0,0,0,0,0,"bs"
"6410",6688,0,"viralbus","11/12/2016 0:59","11/12/2016 0:59","newsthump.com","IN",43327,0,0,1,0,0,0,"bs"
"6411",6689,0,"Unspecified","11/18/2016 14:22","11/22/2016 23:03","newsthump.com","US",43327,0.129,0,0,0,0,0,"bs"
"6412",6690,0,"Unspecified","11/22/2016 20:54","11/22/2016 23:03","newsthump.com","US",43327,0.114,0,0,0,0,0,"bs"
"6413",6691,0,"Unspecified","11/22/2016 15:38","11/22/2016 23:03","newsthump.com","US",43327,0,0,0,0,0,0,"bs"
"6414",6692,0,"Unspecified","11/21/2016 17:50","11/22/2016 23:03","newsthump.com","US",43327,0.608,0,0,0,0,0,"bs"
"6415",6693,0,"Unspecified","11/22/2016 15:24","11/22/2016 23:03","newsthump.com","US",43327,0.011,0,0,0,0,0,"bs"
"6416",6694,0,"Unspecified","11/22/2016 17:26","11/22/2016 23:03","newsthump.com","US",43327,0.154,0,0,0,0,0,"bs"
"6417",6695,0,"Unspecified","11/21/2016 22:17","11/22/2016 23:03","newsthump.com","US",43327,0.025,0,0,0,0,0,"bs"
"6418",6696,0,"Unspecified","11/16/2016 14:24","11/22/2016 23:03","newsthump.com","US",43327,0.008,0,0,0,0,0,"bs"
"6419",6697,0,"Unspecified","11/22/2016 16:40","11/22/2016 23:03","newsthump.com","US",43327,0.183,0,0,0,0,0,"bs"
"6420",6698,0,"Unspecified","11/22/2016 13:40","11/22/2016 23:03","newsthump.com","US",43327,0.18,0,0,0,0,0,"bs"
"6421",6699,0,"Unspecified","11/22/2016 20:51","11/22/2016 23:03","newsthump.com","US",43327,0.155,0,0,0,0,0,"bs"
"6422",6700,0,"Unspecified","11/14/2016 21:20","11/22/2016 23:03","newsthump.com","US",43327,0.168,0,0,0,0,0,"bs"
"6423",6701,0,"Unspecified","11/15/2016 23:52","11/22/2016 23:03","newsthump.com","US",43327,0.029,0,0,0,0,0,"bs"
"6424",6702,0,"Unspecified","11/21/2016 21:15","11/22/2016 23:03","newsthump.com","US",43327,0.002,0,0,0,0,0,"bs"
"6425",6703,0,"Unspecified","11/21/2016 16:31","11/22/2016 23:03","newsthump.com","US",43327,0.339,0,0,0,0,0,"bs"
"6426",6704,0,"Unspecified","11/22/2016 15:05","11/22/2016 23:03","newsthump.com","US",43327,0.974,0,0,0,0,0,"bs"
"6427",6705,0,"Unspecified","11/21/2016 15:04","11/22/2016 23:03","newsthump.com","US",43327,0.506,0,0,0,0,0,"bs"
"6428",6706,0,"Unspecified","11/12/2016 16:07","11/22/2016 23:03","newsthump.com","US",43327,0.038,0,0,0,0,0,"bs"
"6429",6707,0,"Unspecified","11/18/2016 14:01","11/22/2016 23:03","newsthump.com","US",43327,0.156,0,0,0,0,0,"bs"
"6430",6708,0,"Unspecified","11/19/2016 14:56","11/22/2016 23:03","newsthump.com","US",43327,0.002,0,0,0,0,0,"bs"
"6431",6709,0,"Unspecified","11/18/2016 16:55","11/22/2016 23:03","newsthump.com","US",43327,0.985,0,0,0,0,0,"bs"
"6432",6710,0,"Unspecified","11/22/2016 14:07","11/22/2016 23:03","newsthump.com","US",43327,0.882,0,0,0,0,0,"bs"
"6433",6711,0,"Unspecified","11/14/2016 14:17","11/22/2016 23:03","newsthump.com","US",43327,0.165,0,0,0,0,0,"bs"
"6434",6712,0,"Unspecified","11/14/2016 20:32","11/22/2016 23:04","newsthump.com","US",43327,0.047,0,0,0,0,0,"bs"
"6435",6713,0,"Unspecified","11/21/2016 21:38","11/22/2016 23:04","newsthump.com","US",43327,0.049,0,0,0,0,0,"bs"
"6436",6714,0,"Unspecified","11/23/2016 19:54","11/25/2016 18:09","newsthump.com","US",43327,0.001,0,0,0,0,0,"bs"
"6437",6715,0,"Geoffrey Grider","10/27/2016 18:23","10/27/2016 18:23","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6438",6716,0,"Geoffrey Grider","10/27/2016 2:29","10/27/2016 18:23","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6439",6717,0,"Geoffrey Grider","10/27/2016 20:40","10/27/2016 20:40","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6440",6718,0,"Geoffrey Grider","10/28/2016 1:38","10/28/2016 1:38","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6441",6719,0,"Geoffrey Grider","10/28/2016 16:47","10/28/2016 16:47","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6442",6720,0,"Geoffrey Grider","10/28/2016 18:45","10/28/2016 18:45","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6443",6721,0,"Geoffrey Grider","10/28/2016 23:00","10/28/2016 23:00","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6444",6722,0,"Geoffrey Grider","10/29/2016 0:53","10/29/2016 1:41","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6445",6723,0,"Geoffrey Grider","10/29/2016 18:56","10/29/2016 18:56","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6446",6724,0,"Geoffrey Grider","10/29/2016 18:56","10/29/2016 18:56","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6447",6725,0,"Geoffrey Grider","10/30/2016 1:02","10/30/2016 2:48","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6448",6726,0,"Geoffrey Grider","10/30/2016 16:19","10/30/2016 16:19","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6449",6727,0,"Geoffrey Grider","10/31/2016 2:52","10/31/2016 2:52","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6450",6728,0,"Geoffrey Grider","10/31/2016 16:02","10/31/2016 16:02","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6451",6729,0,"Geoffrey Grider","10/31/2016 20:06","10/31/2016 20:06","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6452",6730,0,"Geoffrey Grider","10/31/2016 20:06","10/31/2016 20:06","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6453",6731,0,"Geoffrey Grider","11/1/2016 1:34","11/1/2016 1:34","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6454",6732,0,"Geoffrey Grider","11/1/2016 3:53","11/1/2016 3:53","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6455",6733,0,"Geoffrey Grider","11/1/2016 19:34","11/1/2016 19:34","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6456",6734,0,"Geoffrey Grider","11/1/2016 19:13","11/1/2016 19:34","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6457",6735,0,"Geoffrey Grider","11/2/2016 20:34","11/2/2016 20:34","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6458",6736,0,"Geoffrey Grider","11/3/2016 1:30","11/3/2016 1:30","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6459",6737,0,"Geoffrey Grider","11/3/2016 16:35","11/3/2016 16:35","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6460",6738,0,"Geoffrey Grider","11/4/2016 1:55","11/4/2016 1:55","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6461",6739,0,"Geoffrey Grider","11/3/2016 22:21","11/4/2016 2:55","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6462",6740,0,"Geoffrey Grider","11/4/2016 16:56","11/4/2016 16:56","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6463",6741,0,"Geoffrey Grider","11/4/2016 20:57","11/4/2016 20:57","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6464",6742,0,"Geoffrey Grider","11/4/2016 20:57","11/4/2016 20:57","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6465",6743,0,"Geoffrey Grider","11/5/2016 1:34","11/5/2016 1:34","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6466",6744,0,"Geoffrey Grider","11/5/2016 21:05","11/5/2016 21:05","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6467",6745,0,"Geoffrey Grider","11/6/2016 0:01","11/6/2016 0:01","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6468",6746,0,"Geoffrey Grider","11/6/2016 5:44","11/6/2016 5:44","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6469",6747,0,"Geoffrey Grider","11/6/2016 19:32","11/6/2016 19:32","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6470",6748,0,"Geoffrey Grider","11/7/2016 1:14","11/7/2016 1:14","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6471",6749,0,"Geoffrey Grider","11/7/2016 17:33","11/7/2016 17:33","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6472",6750,0,"Geoffrey Grider","11/8/2016 0:55","11/8/2016 0:55","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6473",6751,0,"Geoffrey Grider","11/8/2016 2:50","11/8/2016 2:50","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6474",6752,0,"Geoffrey Grider","11/8/2016 20:23","11/8/2016 20:23","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6475",6753,0,"Geoffrey Grider","11/9/2016 16:34","11/9/2016 16:34","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6476",6754,0,"Geoffrey Grider","11/9/2016 19:05","11/9/2016 19:05","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6477",6755,0,"Geoffrey Grider","11/9/2016 23:20","11/9/2016 23:20","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6478",6756,0,"Geoffrey Grider","11/9/2016 12:56","11/9/2016 23:20","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
"6479",6757,0,"Geoffrey Grider","11/10/2016 17:53","11/10/2016 17:53","nowtheendbegins.com","Unspecified",27046,0,0,1,0,0,0,"bs"
